area;spot_id;length;hillyness;no_bobil_nor_caravan;end_row;not_spot;no_bobil;reserved;length_norm
Fjellterrassen;A3;7.8;;;;;;;0.475
Fjellterrassen;A4;8.6;;;;;;;0.575
Fjellterrassen;A5;8.6;;;;;;;0.575
Fjellterrassen;A6;8.6;;;;;;;0.575
Fjellterrassen;A7;6.6;;;;;;;0.325
Fjellterrassen;A8;6.6;;;;;;;0.325
Fjellterrassen;A9;6.6;;;;;;;0.325
Fjellterrassen;A10;7;;;;;;;0.375
Fjellterrassen;A11;7;;;;;;;0.375
Fjellterrassen;A12;7;;;;;;;0.375
Fjellterrassen;A13;8;;;;;;;0.5
Fjellterrassen;A14;8;;;;;;;0.5
Fjellterrassen;A15;8;;;;;;;0.5
Fjellterrassen;A16;10.5;;;;;;;0.8125
Fjellterrassen;A17;10.5;;;;;;;0.8125
Fjellterrassen;A18;10.5;;;;;;;0.8125
Fjellterrassen;A19;10.5;;;;;;;0.8125
Fjellterrassen;A20;10.5;;;;;;;0.8125
Fjellterrassen;A21;10.5;;;;;;;0.8125
Fjellterrassen;A22;10.5;;;;;;;0.8125
Fjellterrassen;A23;10.5;;;;;;;0.8125
Fjellterrassen;A24;10.5;;;;;;;0.8125
Fjellterrassen;A25;10.5;;;;;;;0.8125
Fjellterrassen;A26;10.5;;;;;;;0.8125
Fjellterrassen;A27;10.5;;;;;;;0.8125
Fjellterrassen;A28;7;;;;;;;0.375
Fjellterrassen;A29;7;;;;;;;0.375
Fjellterrassen;A30;7;;;;;;;0.375
Fjellterrassen;A31;7;;;;;;;0.375
Fjellterrassen;A32;7;;;;;;;0.375
Fjellterrassen;A33;7;;;;;;;0.375
Fjellterrassen;B1;7;;;;;;;0.375
Fjellterrassen;B2;7;;;;;;;0.375
Fjellterrassen;B3;7;;;;;;;0.375
Fjellterrassen;B4;8.5;;;;;;;0.5625
Fjellterrassen;B5;8.5;;;;;;;0.5625
Fjellterrassen;B6;8.5;;;;;;;0.5625
Fjellterrassen;B7;8.5;;;;;;;0.5625
Fjellterrassen;B8;8.5;;;;;;;0.5625
Fjellterrassen;B9;8.5;;;;;;;0.5625
Fjellterrassen;B10;9;;;;;;;0.625
Fjellterrassen;B11;9;;;;;;;0.625
Fjellterrassen;B12;9;;;;;;;0.625
Fjellterrassen;B13;8.3;;;;;;;0.5375
Fjellterrassen;B14;8.3;;;;;;;0.5375
Fjellterrassen;B15;8.3;;;;;;;0.5375
Fjellterrassen;B16;8.3;;;;;;;0.5375
Fjellterrassen;B17;8.3;;;;;;;0.5375
Fjellterrassen;B18;;;;;1;;;
Fjellterrassen;B19;6.2;;;;;;;0.275
Fjellterrassen;B20;6.2;;;;;;;0.275
Fjellterrassen;B21;6.2;;;;;;;0.275
Fjellterrassen;B22;6.2;;;;;;;0.275
Fjellterrassen;B23;6.2;;;;;;;0.275
Fjellterrassen;B24;6.2;;;;;;;0.275
Fjellterrassen;B25;7;;1;;;;;0.375
Fjellterrassen;B26;7;;1;1;;;;0.375
Fjellterrassen;C1;8;;;;;;;0.5
Fjellterrassen;C2;8;;;;;;;0.5
Fjellterrassen;C3;8;;;;;;;0.5
Fjellterrassen;C4;7.5;;;;;;;0.4375
Fjellterrassen;C5;7.5;;;;;;;0.4375
Fjellterrassen;C6;7.5;;;;;;;0.4375
Fjellterrassen;C7;7;;;;;;;0.375
Fjellterrassen;C8;7;;;;;;;0.375
Fjellterrassen;C9;7;;;;;;;0.375
Fjellterrassen;C10;7;;;;;;;0.375
Fjellterrassen;C11;7;;;;;;;0.375
Fjellterrassen;C12;7;;;;;;;0.375
Fjellterrassen;C13;5;;1;;;;;0.125
Fjellterrassen;C14;5;;1;;;;;0.125
Fjellterrassen;C15;5;;1;;;;;0.125
Fjellterrassen;C16;4;;1;;;;;0
Fjellterrassen;C17;4;;1;;;;;0
Fjellterrassen;C18;4;;1;;;;;0
Fjellterrassen;C19;5;;1;;;;;0.125
Fjellterrassen;C20;5;;1;;;;;0.125
Fjellterrassen;C21;5;;1;;;;;0.125
Fjellterrassen;C22;6.8;;;;;;;0.35
Fjellterrassen;C23;6.8;;;;;;;0.35
Fjellterrassen;C24;6.8;;;;;;;0.35
Fjellterrassen;C25;7.4;;;;;;;0.425
Fjellterrassen;C26;7.4;;;;;;;0.425
Fjellterrassen;C27;7.4;;;1;;;;0.425
Fjellterrassen;D1;9;;;;;;;0.625
Fjellterrassen;D2;9;;;;;;;0.625
Fjellterrassen;D3;9;;;;;;;0.625
Fjellterrassen;D4;7.7;;;;;;;0.4625
Fjellterrassen;D5;7.7;;;;;;;0.4625
Fjellterrassen;D6;7.7;;;;;;;0.4625
Fjellterrassen;D7;7.7;;;;;;;0.4625
Fjellterrassen;D8;7.7;;;;;;;0.4625
Fjellterrassen;D9;7.7;;;;;;;0.4625
Fjellterrassen;D10;7.7;;;;;;;0.4625
Fjellterrassen;D11;7.7;;;;;;;0.4625
Fjellterrassen;D12;7.7;;;;;;;0.4625
Fjellterrassen;D13;7.5;;;;;;;0.4375
Fjellterrassen;D14;7.5;;;;;;;0.4375
Fjellterrassen;D15;7.5;;;;;;;0.4375
Fjellterrassen;D16;7.5;;;;;;;0.4375
Fjellterrassen;D17;7.5;;;;;;;0.4375
Fjellterrassen;D18;7.5;;;;;;;0.4375
Fjellterrassen;D19;7.5;;;;;;;0.4375
Fjellterrassen;D20;7.5;;;;;;;0.4375
Fjellterrassen;D21;7.5;;;;;;;0.4375
Fjellterrassen;D22;8.5;;;;;;;0.5625
Fjellterrassen;D23;8.5;;;;;;;0.5625
Fjellterrassen;D24;8.5;;;;;;;0.5625
Fjellterrassen;D25;9;;;;;;;0.625
Fjellterrassen;D26;9;;;;;;;0.625
Fjellterrassen;D27;9;;;;;;;0.625
Fjellterrassen;D28;8;;;;;;;0.5
Fjellterrassen;D29;8;;;;;;;0.5
Fjellterrassen;D30;8;;;;;;;0.5
Fjellterrassen;D31;6;;;;;;;0.25
Fjellterrassen;D32;5.8;;;;;;;0.225
Fjellterrassen;D33;5.7;;;;;;;0.2125
Fjellterrassen;D34;6.1;;;;;;;0.2625
Fjellterrassen;D35;7;;;;;;;0.375
Fjellterrassen;D36;7;;;;;;;0.375
Fjellterrassen;D37;7;;;;;;;0.375
Fjellterrassen;D38;8.8;;;;;;;0.6
Fjellterrassen;D39;8.8;;;;;;;0.6
Fjellterrassen;D40;8.8;;;1;;;;0.6
Internatet;A1;11;;;;;;;0.875
Internatet;A2;11;;;;;;;0.875
Internatet;A3;11;;;;;;;0.875
Internatet;A4;11;;;;;;;0.875
Internatet;A5;11;;;;;;;0.875
Internatet;A6;11;;;;;;;0.875
Internatet;A7;7;;;;;;;0.375
Internatet;A8;7;;;;;;;0.375
Internatet;A9;7;;;;;;;0.375
Internatet;A10;4;;;;;;;0
Internatet;A11;4;;;;;;;0
Internatet;A12;4;;;;;;;0
Internatet;A13;4;;;1;;;;0
;;;;;;;;;-0.5
Internatet;B1;4;;1;;;;;0
Internatet;B2;4;;1;;;;;0
Internatet;B3;4;;1;;;;;0
Internatet;B4;7;;1;;;;;0.375
Internatet;B5;7;;1;;;;;0.375
Internatet;B6;4.8;;1;;;;;0.1
Internatet;B7;4.8;;1;1;;;;0.1
Internatet;B8;4;;1;;;;;0
Internatet;B9;4;;1;;;;;0
Internatet;B10;4;;1;;;;;0
Internatet;B11;4;;1;;;;;0
Internatet;B12;4;;1;;;;;0
Internatet;C1;7.5;;1;;;;;0.4375
Internatet;C2;7.5;;1;;;;;0.4375
Internatet;C3;8.5;;1;;;;;0.5625
Internatet;C4;8.5;;1;;;;;0.5625
Internatet;C5;9;;1;;;;;0.625
Internatet;C6;9;;1;;;;;0.625
Internatet;C7;5;;1;;;;;0.125
Internatet;C8;5;;1;1;;;;0.125
Internatet;D1;6;;;;;;;0.25
Internatet;D2;6;;;;;;;0.25
Internatet;D3;6;;;;;;;0.25
Internatet;D4;10;;;;;;;0.75
Internatet;D5;10;;;;;;;0.75
Internatet;D6;10;;;;;;;0.75
Internatet;D7;11;;;;;;;0.875
Internatet;D8;11;;;;;;;0.875
Internatet;D9;11;;;;;;;0.875
Internatet;D10;10;;;;;;;0.75
Internatet;D11;10;;;;;;;0.75
Internatet;D12;10;;;;;;;0.75
Internatet;D13;9.5;;;;;;;0.6875
Internatet;D14;9.5;;;;;;;0.6875
Internatet;D15;9.5;;;;;;;0.6875
Internatet;D16;8;;;;;;;0.5
Internatet;D17;8;;;;;;;0.5
Internatet;D18;8;;;;;;;0.5
Internatet;D19;6.4;;;;;;;0.3
Internatet;D20;6.4;;;;;;;0.3
Internatet;D21;6.4;;;1;;;;0.3
Bedehuset;A1;8.5;;;;;;;0.5625
Bedehuset;A2;8.5;;;;;;;0.5625
Bedehuset;A3;8.5;;;;;;;0.5625
Bedehuset;A4;8.5;;;;;;;0.5625
Bedehuset;A5;8.5;;;;;;;0.5625
Bedehuset;A6;8.5;;;;;;;0.5625
Bedehuset;A7;8.5;;;;;;;0.5625
Bedehuset;A8;8.5;;;;;;;0.5625
Bedehuset;A9;8.5;;;;;;;0.5625
Bedehuset;A10;8.5;;;;;;;0.5625
Bedehuset;A11;8.5;;;;;;;0.5625
Bedehuset;A12;8.5;;;;;;;0.5625
Bedehuset;A13;8.5;;;;;;;0.5625
Bedehuset;A14;8.5;;;;;;;0.5625
Bedehuset;A15;8.5;;;;;;;0.5625
Bedehuset;A16;8.5;;;;;;;0.5625
Bedehuset;A17;8.5;;;;;;;0.5625
Bedehuset;A18;8.5;;;;;;;0.5625
Bedehuset;A19;8.5;;;;;;;0.5625
Bedehuset;A20;8.5;;;;;;;0.5625
Bedehuset;A21;8.5;;;;;;;0.5625
Bedehuset;A22;8.5;;;;;;;0.5625
Bedehuset;A23;8.5;;;;;;;0.5625
Bedehuset;A24;8.5;;;1;;;;0.5625
Bedehuset;A25;8.5;;;;;;;0.5625
Bedehuset;A26;8.5;;;;;;;0.5625
Bedehuset;A27;8.5;;;;;;;0.5625
Bedehuset;A28;8.5;;;;;;;0.5625
Bedehuset;A29;8.5;;;;;;;0.5625
Bedehuset;A30;8.5;;;;;;;0.5625
Bedehuset;A31;8.5;;;;;;;0.5625
Bedehuset;A32;8.5;;;;;;;0.5625
Bedehuset;A33;8.5;;;;;;;0.5625
Bedehuset;A34;8.5;;;;;;;0.5625
Bedehuset;A35;8.5;;;;;;;0.5625
Bedehuset;A36;8.5;;;1;;;;0.5625
Bedehuset;A37;8.5;;;;;;;0.5625
Bedehuset;A38;8.5;;;;;;;0.5625
Bedehuset;A39;8.5;0.2;;;;;;0.5625
Bedehuset;A40;8.5;0.2;;;;;;0.5625
Bedehuset;A41;8.5;0.2;;;;;;0.5625
Bedehuset;A42;8.5;0.2;;;;;;0.5625
Bedehuset;A43;8.5;0.2;;;;;;0.5625
Bedehuset;A44;8.5;0.2;;;;;;0.5625
Bedehuset;A45;8.5;0.2;;1;;;;0.5625
Bedehuset;A46;8.5;0.1;;;;;;0.5625
Bedehuset;A47;8.5;0.1;;;;;;0.5625
Bedehuset;A48;8.5;0.1;;;;;;0.5625
Bedehuset;A49;8.5;0.1;;;;;;0.5625
Bedehuset;A50;8.5;0.1;;1;;;;0.5625
